Koch Rainer;;;Verwaltung und Entscheidung;;;;ISSN 0 176-0890;31;Druckerzeugnis;Zur Steuerbarkeit kollektiver Entscheidungsprozesse in öffentlichen Verwaltungen Reihe: Beiträge zur Verwaltungswissenschaft, Nr. 19;Haupt-Bibliothek;EA 202;Hamburg;Institut für Verwaltungswissenschaft;1988;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
EG-Kommission;;;Zwei Memoranden der Kommission zum Kapitalmarkt;;;;;2;Druckerzeugnis;;Separata;AK Sep. 206;Brüssel;Kommission der Europäischen Gemeinschaften;1969;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;
Glazer Nathan;;;Die Grenzen der Sozialpolitik;;;;3.462.01059.X 3.462.01060.3;335-351;Druckerzeugnis;In: Narr-Wolf-Dieter- Offe-Claus (Hrsg.): Wohlfahrtsstaat und Massenloyalität;Haupt-Bibliothek;;Köln;Kiepenheuer & Witsch;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Koch Woldemar;;;Verknüpfung der Geldtheorie mit der Finanzwissenschaft in der Lehre von John Law;;;;3.922016.17.0;203-222;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Amacher R.;Tollison R.;Willett T.;A Menu of Distributional Considerations;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);246-276;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Schweizerischer Bankverein;;;Vor einem Ausbau des Notenbankinstrumentariums in der Schweiz. Der Stand des Gemeinsamen Marktes. Die Bahama-Inseln;;;;;85-, 91-, 96-;Druckerzeugnis;;Separata;AK Sep. 106;Basel;Schweizerischer Bankverein;1968;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
;;;Wirtschaftsförderung (diverse Jahrgänge).;Stimmen zur Staats- und Wirtschaftspolitik (diverse Jahrgänge).;Blaue Hefte (diverse Jahrgänge);;;;Druckerzeugnis;;Separata;AG Sep. 82;;;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Gassner Wolfgang;Gröhs Bernhard;Lang Michael;Zukunftsaufgaben der Wirtschaftsprüfung;;;;3 7007 1094 1;376;Druckerzeugnis;Festschrift aus Anlass des Jubiläums von Deloitte & Touche Österreich;Haupt-Bibliothek;PK 151;Wien;Orac;1997;PK;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besteuerung juristischer Personen, Kapitalgesellschaften;
IFF;;;Seminar Interkantonales Steuerrecht;10./11.2.2003 (1. Teil);;;-;;Druckerzeugnis;Weiterbildungskurs an der Universität St.Gallen;Haupt-Bibliothek;LB 115 1;St. Gallen;IFF;2003;LB;;;Interkantonales/Internationales Steuerrecht;Interkantonales Steuerrecht;
Johnson James A.;;;The Incidence of Government Revenues;;;;-;107;Druckerzeugnis;A study prepared for the Ontario Committee on Taxation;Haupt-Bibliothek;AC 146;;Frank Fogg;;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines
IMF;;;Surveys of African Economies;;;;;337;Druckerzeugnis;;Haupt-Bibliothek;AK 0519;Washington;International Monetary Fund;1968;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;
Willeke Franz-Ulrich;;;Marktmacht und Inflation;;;;3.428.03347.7;26908;Druckerzeugnis;In: Pütz-Theodor (Hrsg.): Studien zum Inflationsproblem;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Chartered Institute of Public Finance and Accountancy;;;The management of support service costs;;;;0-85299-457-5;69;Druckerzeugnis;A guide to service level agreements and accounting for overheads in local government Consultative Manual;Haupt-Bibliothek;VG 140;London;CIPFA;1990;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder"
Fisher A.;;;Population and Enviroment Quality;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);173-187;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 1;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Hood Christopher;;;Managing Public Sector Performance;The International Experience;;;0.980976.09.7;35-55;Druckerzeugnis;In: New Zealand Society of Accountants (Hrsg.): The Public Sector Challenge: Defining, Delivernig and Reporting Performance;Haupt-Bibliothek;;Wellington;NZSofA;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Bombach Gottfried;;;Wirtschaft und Bevölkerung im Kanton Aargau 1985;;;;;10;Druckerzeugnis;Resumée des Gutachtens der PROGNOS AG Basel;Separata;AJ Sep. 08;Basel;Prognos AG;1965;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;
Schweiz. Nationalfonds;Programmleitung NFP 'Regionalprobleme';;Überwälzungshypothesen zur effektiven regionalen Inzidenz des Bundeshaushaltes;;;;;92;Druckerzeugnis;;Haupt-Bibliothek;AG 342;Bern;;1981;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Hauser Heinz;;;Hypothesen zur effektiven Inzidenz der Bundeseinnahmen;;;;;12055;Druckerzeugnis;In: Schweiz. Nationalfonds/Programmleitung NFP 'Regionalprobleme' (Hrsg.): Überwälzungshypothesen zur effektiven regionalen Inzidenz des Bundeshaushaltes;Haupt-Bibliothek;;Bern;;1981;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Price Waterhouse;;;Value for money auditing;;;;0 85258 870 4;265;Druckerzeugnis;The investigation of Economy, Efficiency, Effectiveness;Haupt-Bibliothek;VE 141;London;Gee & Co.;1990;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Statistisches Amt des Eurostat;;;Volkswirtschaftliche Gesamtrechnungen ESVG;;;;92.825.9247.2;133;Druckerzeugnis;Aggregate 1970-1987;Haupt-Bibliothek;AE 181;Luxemburg;Statistisches Amt der Europäischen Gemeinschaften;1989;YJ;;;Wirtschaftswissenschaften;Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material;
Letsch Hans;;;Wirtschaftlichkeit in der öffentlichen Verwaltung;;;;;7;Druckerzeugnis;;Separata;EG Sep. 01;;;1970;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Jegge Dieter Schwaar Kar;;;Warm-up für New Public Management;;;;3-258-05255-7;129-146;Druckerzeugnis;In: Hablützel-Peter- Haldemann-Theo- Schedler-Kuno- Schwaar-Karl: Umbruch in Politik und Verwaltung Vier Jahre Personal- und Organisationsentwicklung in der schweizerischen Bundesverwaltung;Haupt-Bibliothek;;Bern;Paul Haupt;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Völkel Dieter;Karg Helmut;;Umsatzsteuer;;;;3-7910-2108-7;287;Druckerzeugnis;Grundkurs des Steuerrechts - Bd. 4 - 17. A.;Haupt-Bibliothek;QB 376 17;Stuttgart;Schäffer;2002;QB;;;Verbrauchsteuern;Umsatzsteuer;
Dürschke Georg;;;Vermögensteuergesetz;;;;3.406.02995.7;1081;Druckerzeugnis;;Haupt-Bibliothek;KB 307 1;München;C.H. Beck;1970;KB;;;Ausländisches Steuerrecht;Deutschland;
Borins Sandford;Warrington Edward;;The New Public Administration;;;;;32;Druckerzeugnis;Global Challenges, Local Solutions;Haupt-Bibliothek;EA 274;Malta;CAPAM;1996;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Cooper M.H.;Culyer A.J.;;Equality in the National Health Service;Intentions-Performance and Problems in Evaluation;;;0.04.330213.0;47-60;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
UBS;;;Thèses Outlook;;;;;25;Druckerzeugnis;sur le développement futur des administrations publiques en Suisse;Haupt-Bibliothek;EF 103;Genf;UBS;1997;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Krelle Wilhelm;;;Erich Preisers Wachstums- und Konjunkturtheorie als einheitliche dynamische Theorie;;;;3.922016.17.0;235-254;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Streissler Erich;;;Kritik des neoklassischen Gleichgewichtsansatzes als Rechtfertigung marktwirtschaftlicher Ordnungen;;;;3.16.343161.5 3.16.343162.3;38-69;Druckerzeugnis;In: Streissler Erich/Watrin Christian (Hrsg.): Zur Theorie marktwirtschaftlicher Ordnungen;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Shultz G.;;;Reflections on Political Economy;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);482-490;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Ehrenreich Barbara;Ehrenreich John;;Der medizinisch-industrielle Komplex;;;;3.462.01059.X 3.462.01060.3;273-282;Druckerzeugnis;In: Narr-Wolf-Dieter- Offe-Claus (Hrsg.): Wohlfahrtsstaat und Massenloyalität;Haupt-Bibliothek;;Köln;Kiepenheuer & Witsch;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Linder Willi;;;Wettbewerb - was ist das?;;;;-;15281;Druckerzeugnis;in: ISC (Hrsg.), The Spirit of Competition;Haupt-Bibliothek;;;;;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;
Schultz T.;;;Resources for Higher Education;An Economist's View;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);132-153;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Nachtkamp Hans H.;Sinn Gerlinde;;Überlegungen zu einer alternativen Formulierung des konjunkturneutralen öffentlichen Haushalts;;;;3.409.60001.9;79-92;Druckerzeugnis;In: Mändle-Eduard- Möller-Alex- Voigt-Fritz (Hrsg.): Wirtschaftspolitik in Theorie und Praxis;Haupt-Bibliothek;;Wiesbaden;Verlag Dr. Th. Gabler KG;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Willmott Peter;;;Manpower and Education;;;;-;44-69;Druckerzeugnis;In: Cowan-Peter: The Future of Planning;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Hagemann Harald;Jeck Albert;;Wachstum und Einkommensverteilung. Strukturanalyse auf der Basis eines dreisektoralen Modells vom Lowe-Feldmann-Dobb-Typ;;;;3.922016.17.0;99-124;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Levitt M. S.;Treasury H. M.;;Problems of Efficiency;;;;0.04.330213.0;33-41;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
EG-Kommission;;;Zehn Jahre Verbraucherpolitik der Gemeinschaft;;;;92.825.5379.5;127;Druckerzeugnis;Ein Beitrag zum Europa der Bürger;Haupt-Bibliothek;FB 152;Luxemburg;EG;1985;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden
Rudoe W.;;;Allocation of Ressources within the Health and Welfare Services;;;;0.04.330213.0;25-30;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Siebert Horst;Eichberger Jürgen;;Sektorstruktur und Umweltpolitik;;;;3.409.60001.9;119-142;Druckerzeugnis;In: Mändle-Eduard- Möller-Alex- Voigt-Fritz (Hrsg.): Wirtschaftspolitik in Theorie und Praxis;Haupt-Bibliothek;;Wiesbaden;Verlag Dr. Th. Gabler KG;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Oppenländer Karl Heinrich;;;Autonome Investitionen-technischer Fortschritt und wirtschaftliches Wachstum;;;;3.922016.17.0;377-388;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Lavers R.J.;;;The Implicit Valuation of Forms of Hospital Treatment;;;;0.04.330213.0;190-211;Druckerzeugnis;In: Hauser M.M. (Hrsg.): The Economics of Medical Care;Haupt-Bibliothek;;London;George Allen & Unwin;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Baker & McKenzie;;;The 1992 United States;Netherlands Tax Convention;;;90 6544 736 9;167;Druckerzeugnis;;Haupt-Bibliothek;LE 139;Deventer;Baker & McKenzie, Kluwer Law and Taxation Publishers;1993;LE;;;Interkantonales/Internationales Steuerrecht;USA;
Otto Peter;;;Technologischer Fortschritt und Rohstoffe;;;;3.445.02032.9;187-214;Druckerzeugnis;In: Bremer-Stuart A. (Hrsg.): Weltmodellstudien;Haupt-Bibliothek;;Königstein;Anton Hain;1980;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Eurorai;;;Jornadas sobre Contratación Pública en la Unión Europea y en España;;;;-;;Druckerzeugnis;;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Vogel Klaus;;;Neue Befürworter des Quellenprinzips (Territorialprinzips) in den Vereinigten Staaten;;;;-;1007-1020;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;
Sasseville Jacques;;;The Future of the OECD Model Tax Convention;;;;-;41-58;Druckerzeugnis;In: Lang, Michael, Gassner, Wolfgang & u. a., (Hrsg.): Die Zukunft des Internationalen Steuerrechts;Haupt-Bibliothek;;Wien;Linde Verlag Wien Ges.m.b.H.;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Olson M.;Clague C.;;Dissent in Economics;The Convergence of Extremes;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);79-99;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Regierungsrat des Kts. Aargau;;;Überprüfung der Staatsbeiträge im Kt. AG;;;;;45;Druckerzeugnis;;Separata;BC Sep. 03;;;1967;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder
Kosta Jiri;;;Beschäftigungsprobleme in zentral-administrativen Planungssystemen;;;;3.428.03167.9;79-119;Druckerzeugnis;In: Watrin-Christian (Hrsg.): Struktur- und stabilitätspolitische Probleme in alternativen Wirtschaftssystemen;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Banner Gerhard;;;Der Zwang zu Wirtschaftlichkeitsstrukturen in der Kommunalverwaltung;;;;3.428.07768.7;113-130;Druckerzeugnis;In: von Arnim-Hans Herbert- Lüder-Klaus: Wirtschaftlichkeit in Staat und Verwaltung;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
OECD;;;Interpretation and Application of Article 5 (Permanent Establishment) of the OECD Model Tax Convention;;;;-;59;Druckerzeugnis;12 October 2011 to 10 February 2012;Haupt-Bibliothek;LC 0268;Paris;OECD;2011;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Crosland C. A. R.;;;Die Zukunft des Sozialismus;;;;3.462.01059.X 3.462.01060.3;72-99;Druckerzeugnis;In: Narr-Wolf-Dieter- Offe-Claus (Hrsg.): Wohlfahrtsstaat und Massenloyalität;Haupt-Bibliothek;;Köln;Kiepenheuer & Witsch;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;
Breie Lars;;;Vérification et contrôle des comptes publics en Norvège;;;;;2;Druckerzeugnis;Revue internationale de la vérification des comptes publics;Separata;VE Sep. 01;Toronto;;1975;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Audit Commission;;;Watching Their Figures;;;;0.11.886123.9;80;Druckerzeugnis;A guide to the Citizen's Charter indicators;Haupt-Bibliothek;VE 173;Wandsworth;Press-on-Printers;1994;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle
Niederer Werner;;;Volkswirtschaftliche Aspekte der Altersvorsorge;;;;;5;Druckerzeugnis;Referat anlässlich der GV der Landis & Gyr AG, Zug vom 8. März 69;Separata;AF Sep. 04;;;1969;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;
Seitz Tycho;;;Der Monopolgrad und die Theorie der Preisbildung von M. Kalecki;;;;3.922016.17.0;429-438;Druckerzeugnis;In: Mückl Wolfgang J., Ott Alfred E. (Hrsg.): Wirtschaftstheorie und Wirtschaftspolitik;Haupt-Bibliothek;;Passau;Passavia Universitätsverlag;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;
Wirtschaftsförderung;;;Zögernde Konjunkturbelebung;;;;;2;Druckerzeugnis;;Separata;AG Sep. 26;Zürich;Wirtschaftsförderung;1968;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;
Guieu Pierre;;;Umsatzsteuerharmonisierung;Wirtschafts- und Währungsunion;;;;11444;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft (Hrsg.): Perspektiven für die Steuerharmonisierung im Gemeinsamen Markt;Haupt-Bibliothek;;Berlin;Deutsche Gesellschaft für Betriebswirtschaft;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Staringer Claus;;;Veräusserungsgewinne nach dem neuen DBA Österreich-Deutschland;;;;-;97-116;Druckerzeugnis;in: Gassner, Wolfgang, Lang, Michael & u.a., (Hrsg.): Das neue Doppelbesteuerungsabkommen Österreich-Deutschland;Haupt-Bibliothek;;;;;LP;;;Interkantonales/Internationales Steuerrecht;Oesterreich;
Staatsministerium Baden-Württemberg;;;Verwaltungsreform in Baden-Württemberg;;;;;158;Druckerzeugnis;Erster Bericht der Regierungskommission Verwaltungsreform;Haupt-Bibliothek;EG 181 1;Oberndorf;Schwarzwälder Druckhaus;1993;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
Greene K.;;;Attitudes toward Risk and the Relative Size of the Public Sector;;;;0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth);434-444;Druckerzeugnis;In: Amacher Ryan C./Tollison Robert D: The Economic Approach to Public Policy;Haupt-Bibliothek;;London;Cornell University;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;
IFF;;;Weiterbildungskurs im Steuerrecht für Kaderkräfte;23.-26.8.1983;;;-;;Druckerzeugnis;Seminarunterlagen;Haupt-Bibliothek;JA 158;St. Gallen;IFF;1983;JA;;;Allgemeine Steuerrechtsliteratur;Allgemeines, Lehrbücher;
