Flick Hans;Wassermeyer Franz;Baumhoff Hubertus;Aussensteuerrecht;Bd. III;0;0;3-504-26041-6;;Loseblattwerk;Kommentar;KB 308 3;KÃ¶ln;Otto Schmidt;2017;iff_doc_missing;CSV line 1;155189379;0;0;;;
Helbling Carl;0;0;Unternehmensbewertung und Steuern;0;0;0;3-8021-0650-4;818;Druckerzeugnis;Unternehmensbewertung in Theorie und Praxis, insbesondere die Berücksichtigung der Steuern aufgrund der Verhältnisse in der Schweiz und in Deutschland 8. A.;WA 297 8;Düsseldorf;IDW-Verlag;1995;bestcase;89120;;;;;;
Niemann Ursula;0;0;Bilanzierungswahlrechte;Massgeblichkeit handelsrechtlicher Wahlmöglichkeiten für die steuerrechtliche Gewinnermittlung -;0;0;-;58;Druckerzeugnis;IFSt-Heft 98;;;;;HSB01duplicate;997391;358992;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=358992;;
Constantin Ch.;0;0;La législation fiscale et la prévoyance en faveur du personnel;0;0;0;-;18;Druckerzeugnis;in: 'Journal des Associations patronales suisses', Nr. 27, Juli 1970;PG 209;Zürich;Imprimerie sur Sihl SA;1970;iff_doc_missing;CSV line 842;292756445;0;0;;;
International Society of Securities Administrators;0;0;ISSA Handbook;A-K;0;0;-;;Druckerzeugnis;Ursprünglich Loseblattwerk 4. A.;PH 206 1;Zürich;ISSA;1991;replacefromSwissbib;997401;258812516;0;0;https://www.swissbib.ch/Record/258812516;;
Neuhaus Markus Rudolf;0;0;Die Besteuerung des Aktienertrages;0;0;0;3 7255 2652 4;343;Druckerzeugnis;Dissertation der Universität Zürich;PF 219;Zürich;Schulthess;1988;HSB01duplicate;997408;14197;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=14197;;
Norr Martin;0;0;The Taxation of Corporations and Shareholders;0;0;0;0;197;Druckerzeugnis;0;PK 117;Deventer;Kluwer;1982;HSB01duplicate;997415;684388;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=684388;;
von Köller Henning;0;0;Die Behandlung geringwertiger Wirtschaftsgüter im Bilanzsteuerrecht (§ 6 Abs. 2 EStG);0;0;0;0;117;Druckerzeugnis;Diss. der Uni Göttingen;PE 0424;0;0;1970;notfound;;;;;;;
Pressekomitee für Fiskalfragen;0;0;Die Besteuerung der Eigenmietwerte;0;0;0;-;88;Druckerzeugnis;Arbeitstagung für die Presse vom 31.10.83;PF 306;Bern;Informationsstelle für Steuerfragen;1983;replacefromSwissbib;997425;298924463;0;0;https://www.swissbib.ch/Record/298924463;;
Rohr Rudolf;Zemp Heinrich;0;Die Besteuerung des Eigenmietwerts;0;0;0;0;16;Druckerzeugnis;Schweizerische Zentralstelle für Eigenheim- und Wohnbauförderung, Nr. 6;PF Sep. 03;Zürich;Schweizerische Zentralstelle für Eigenheim- und Wohnbauförderung;1986;iff_doc_missing;CSV line 848;276609468;0;0;;;
Bieri Hans Peter;0;0;Die Besteuerung der Renten und Kapitalabfindungen;0;0;0;-;185;Druckerzeugnis;Diss. Nr. 372 der HSG;PG 208;St. Gallen;Verbandsdruckerei;1970;bestcase;125736;;;;;;
Mennel Annemarie;0;0;Die Steuersysteme in EWG-Staaten-EFTA-Staaten und den USA;0;0;0;0;112;Druckerzeugnis;1. A.- mit Beilage: Synoptische Darstellung;KA 302 1;Herne;Neue Wirtschafts-Briefe;1965;replacefromSwissbib;997442;296682551;0;0;https://www.swissbib.ch/Record/296682551;;
Schedler Kuno;0;0;Anreizsysteme in der öffentlichen Verwaltung;0;0;0;3-258-04872-X;366;Druckerzeugnis;Schriftenreihe Finanzwirtschaft und Finanzrecht, Bd. 68;EH 116 2;Bern;Paul Haupt;1993;bestcase;63204;;;;;;
Horch Gerd;0;0;Zum Begriff des Teilwerts;0;0;0;0;118;Druckerzeugnis;Diss. der Uni Bern;PE 0419;0;0;1970;bestcase;98898;;;;;;
Welter Reinhard;0;0;Wiederkehrende Leistungen im Zivilrecht und im Steuerrecht;0;0;0;0;236;Druckerzeugnis;Schriften zum Steuerrecht, Bd. 27;PG 212;Berlin;Duncker & Humblot;1984;HSB01duplicate;997457;113154;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=113154;;
Schober Heinz-Ludwig;0;0;Die einkommensteuerliche Behandlung der Renten;0;0;0;-;106;Druckerzeugnis;Diss. der Uni Münster;PG 206;Münster;;1964;bestcase;126973;;;;;;
Stockert Kurt;0;0;Die Vermögensteuer und die Vermögensabgabe unter Berücksichtigung ihrer Auswirkungen auf die Ertragsteuern;0;0;0;-;;Druckerzeugnis;Diss. der Uni Mannheim;PJ 107;Mannheim;;1962;bestcase;242486;;;;;;
Scherpf Peter;Oettle Karl;0;Über die Auswahl geeigneter Kriterien zur Beurteilung neuerer Teilwertvorschläge;0;0;0;-;;Druckerzeugnis;in: Steuerlast und Unternehmungspolitik, Festschrift für Kuno Barth, S 75 ff.;;;;;leave;997474;;;;;;
Hansen Bent;0;0;Impôts sur la Fortune y inclus Droits de succession;0;0;0;-;;Druckerzeugnis;in: Rapport an der XVI Session des Insitut International des Finances Publiques Zürich 1960, S. 1 ff.;;;;;leave;997480;;;;;;
Kaiser Hans;0;0;Liquidität und Besteuerung;0;0;0;0;211;Druckerzeugnis;Der Einfluss der Besteuerung auf die Liquidität unter besonderer Berücksichtigung der vermögen- und schuldabgängigen Steuern- Schriftenreihe Annales universitatis Saraviensis, Bd. 53;PE 0616;Berlin;Carl Heymanns;1971;HSB01duplicate;997488;258913;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=258913;;
Dalla Torre Luca;0;0;Die Sanierungsfusion;eine rechtliche und ökonomische Analyse;0;0;978-3-7272-0003-8;438;Druckerzeugnis;Abhandlungen zum schweizerischen Recht ASR, Heft 741;WC 330;Bern;Stämpfli;2007;bestcase;445421;;;;;;
Peter K.;0;0;ABC der abzugsfähigen und nichtabzugsfähigen Ausgaben;0;0;0;-;417;Druckerzeugnis;8. A.;PC 402;Berlin;Neue Wirtschafts-Briefe;1965;leave;997498;;;;;;
Lüder Klaus;0;0;Vergleichende Analyse öffentlicher Rechnungssysteme;Länderberichte;0;0;0179-2326;91;Druckerzeugnis;Band 9: Japan Speyerer Forschungsberichte, Bd. 73;VG 132 09;Speyer;Forschungsinstitut für öffentliche Verwaltung;1993;replacefromSwissbib;995955;134587480;Band 9;Japan Speyerer Forschungsberichte, Bd. 73;https://www.swissbib.ch/Record/134587480;;
Chartered Institute of Public Finance and Accountancy;0;0;Local government value for money handbook;0;0;0;0-85299-279-3;;Druckerzeugnis;Volume 3;VE 139 2;London;CIPFA;1985;leave;994577;;;;;;
Teuscher Heinz;0;0;Finanzpolitische Willensbildung im Budgetprozess;0;0;0;3-258-0513-4;222;Druckerzeugnis;Ueberprüfung einiger Hypothesen am Beispiel des Budgets des Kantons St. Gallen Schriftenreihe Finanzwirtschaft und Finanzrecht Bd. 19;VB 146 2;Bern;Paul Haupt;1976;bestcase;130752;;;;;;
IFSt;0;0;IFSt-Heft 047;Bd. 2;0;0;-;43;Druckerzeugnis;0;Z 152 047.2;Bonn;Stollfuss;1961;journal;;;;;;;
Banca d'Italia;0;0;I bilanci degli istituti di emissione italiani dal 1845 al 1936;Tomo II;0;0;0;700;Druckerzeugnis;Tomo II: altre serie storiche di interesse monetario e fonti;AE 105 2;Rom;0;1967;HSB01duplicate;993927;281974;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=281974;;
Falterbaum Hermann;0;0;Bewertungsrecht und Vermögensteuer;0;0;0;-;465;Druckerzeugnis;2. A.- Finanzkolleg, Ausbildungswerk, Bd. 9/10;PJ 602;Düsseldorf;Steuerbeamten-Verlag;1967;leave;997521;;;;;;
Aprath Werner;0;0;Über die Anwendung betriebswirtschaftlicher Erkenntnisse bei der Besteuerung dargestellt am praktischen Fall der sogenannten Schnellbaukosten;0;0;0;-;0;Druckerzeugnis;in: in: Prüfung und Besteuerung der Betriebe, Festschrift für W. Eich, S. 149 ff.;;;;;leave;997525;;;;;;
Blankart Charles B.;0;0;Föderalismus in Deutschland und in Europa;0;0;0;978-3-8329-2404-1;218;Druckerzeugnis;Neue Studien zur politischen Ökonomie, Bd. 1;YD 014;Baden-Baden;Nomos;2007;bestcase;369684;;;;;;
0;0;0;Archiv für Schweizerisches Abgaberecht (ASA) 36 (1967/68);0;0;0;1422-3481;0;Druckerzeugnis;0;Z 030;Bern;Geiger;1968;journal;;;;;;;
Mittelbach Rolf;0;0;Rückstellung für Verpflichtungen aus laufenden Verträgen;0;0;0;0;87;Druckerzeugnis;0;PE 0450;Köln;Deubner;1982;replacefromSwissbib;997538;178821985;0;0;https://www.swissbib.ch/Record/178821985;;
0;0;0;Archiv für Schweizerisches Abgaberecht (ASA) 30 (1961/62);0;0;0;1422-3481;0;Druckerzeugnis;0;Z 030;Bern;Geiger;1962;journal;;;;;;;
Steueramt des Kantons Aargau;0;0;Aargauische Gerichts- und Verwaltungsentscheide 1984;0;0;0;0;738;Druckerzeugnis;0;HB 219;Aarau;Sauerländer;1985;journal;;;;;;;
Steueramt des Kantons Aargau;0;0;Aargauische Gerichts- und Verwaltungsentscheide 1979;0;0;0;0;519;Druckerzeugnis;0;HB 219;Aarau;Sauerländer;1980;journal;;;;;;;
0;0;0;LeGes 2013;0;0;0;1420-2395;;Druckerzeugnis;LeGes - Gesetzgebung & Evaluation;Z 200;Bern;Schweizerische Bundeskanzlei;2013;journal;;;;;;;
Laux Helmut;0;0;Kapitalkosten und Ertragsteuern;0;0;0;0;170;Druckerzeugnis;Schriftenreihe Annales Universitatis Saraviensis, Rechts- und Wirtschaftswissenschaftliche Abteilung, Heft 42;PE 0335;Köln;Carl Heymanns;1969;HSB01duplicate;997544;258605;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=258605;;
0;0;0;Der Steuerentscheid (StE) 1999;0;0;0;0254-8992;;Druckerzeugnis;Sammlung aktueller steuerrechtlicher Entscheidungen;HB 227;Basel;Helbing & Lichtenhahn;1999;journal;;;;;;;
0;0;0;Der Steuerentscheid (StE) 1992;0;0;0;0254-8992;;Druckerzeugnis;Sammlung aktueller steuerrechtlicher Entscheidungen;HB 227;Basel;Helbing & Lichtenhahn;1992;journal;;;;;;;
Schoop Katharina Elsbeth;0;0;Die Haftung für die Überbewertung von Sacheinlagen bei der Aktiengesellschaft und bei der Gesellschaft mit Beschränkter Haftung;0;0;0;0;196;Druckerzeugnis;Dissertation der Uni Bern;WC 213;Zürich;Schulthess;1981;bestcase;88725;;;;;;
Kühbacher Uli;0;0;Darlehen an Konzernunternehmen-Besicherung und Vertragsanpassung;0;0;0;0;211;Druckerzeugnis;Konzern, Konzernrecht und Konzernfinanzierung, Teil III;PL 128;Berlin;Duncker & Humblot;1993;HSB01duplicate;997561;63575;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=63575;;
Treuhand-Kammer;0;0;Kammertagung 1985;Basel;0;0;-;248;Druckerzeugnis;Schriftenreihe der Schweizerischen Treuhand- und Revisionskammer, Bd. 71;WA 215;Zürich;Schweiz. Treuhand- und Revisionskammer;1986;replacefromSwissbib;997569;138936978;0;0;https://www.swissbib.ch/Record/138936978;;
IBFD;0;0;The Tax Treatment of Transfer Pricing;Vol. 3;0;0;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;LC 0683;Amsterdam;IBFD;1999;leave;996468;;;;;;
Steueramt des Kantons Aargau;0;0;Aargauische Gerichts- und Verwaltungsentscheide 1993;0;0;0;0;689;Druckerzeugnis;0;HB 219;Aarau;Sauerländer;1994;journal;;;;;;;
Plattner Josef F.;Blumenstein Irene;;Gutachten über Änderung des kantonalen und eidgenössischen Steuerrechts im Hinblick auf Umwandlungen und Fusionen geschäftlicher Unternehmungen (Änderung der Rechtsform) und auf Holdingverhältnisse;0;0;0;-;124;Druckerzeugnis;Gutachten;PK 106;Zürich;Schulthess;1964;bestcase;100366;;;;;;
Meyer-Marsilius Hans-Joachim;Hangarter Dieter;0;Doppelbesteuerungsabkommen Deutschland-Schweiz;Bd. 7;0;0;0;0;Druckerzeugnis;7 Bde.;LD 115;0;Handelskammer;1994;HSB01duplicate;997579;145552;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=145552;;
IFF;0;0;St.Galler Seminar 2001 über Unternehmensbesteuerung;29./30.8.2001;0;0;-;;Druckerzeugnis;Kursdokumentation;PE 0136 17 2;St. Gallen;IFF;2001;leave;996969;;;;;;
König Werner;Lenz Walter;0;Taschenlexikon steuerrechtlicher Entscheidungen (TStE);0;0;0;3 503 02965 6;1266;Druckerzeugnis;12. A.;KB 410 1;Köln;Erich Schmidt;1991;leave;997589;;;;;;
AFC;0;0;Droit fiscal international de la Suisse;Vol. II;0;0;-;;Druckerzeugnis;7 Bde.;LC 0114;Bern;AFC, Division des affaires de droit fiscal international et de double imposition;2009;journal;;;;;;;
IFF;0;0;IFF Forum für Steuerrecht (FStR) 2004;0;0;0;1424-9855;0;Druckerzeugnis;0;Z 150 1;St. Gallen;Institut für Finanzwissenschaft und Finanzrecht an der Universität St. Gallen;2004;journal;;;;;;;
0;0;0;Intertax 1991;0;0;0;0;0;Druckerzeugnis;Europäische Steuerzeitung;Z 190 20;Deventer;Kluwer;1991;journal;;;;;;;
0;0;0;Intertax 1977;0;0;0;0;0;Druckerzeugnis;Europäische Steuerzeitung;Z 190 06;Deventer;Kluwer;1977;journal;;;;;;;
Ivanka Endre;0;0;Steuerliche Behandlung von Grund und Boden bei Änderung der Gewinnermittlungsart;0;0;0;-;;Druckerzeugnis;in: Bilanz und Rechnungswesen, S. 99 ff.;;;;;leave;997612;;;;;;
0;0;0;Bulletin for International Fiscal Documentation (BIFD) 1996;0;0;0;0007-4624;0;Druckerzeugnis;Vol. 50- Official Journal of the International Fiscal Associaton;Z 050;Amsterdam;IBFD;1996;journal;;;;;;;
Fischer Thomas;0;0;Aktueller Steuerratgeber für Unternehmen und Selbständigerwerbende;Bd. 4;0;0;-;;Druckerzeugnis;7 Bde.;PE 0162 04;Zürich;Weka;2001;replacefromSwissbib;995776;359876218;0;0;https://www.swissbib.ch/Record/359876218;;
0;0;0;Wirtschaft und Recht 1987;0;0;0;0;0;Druckerzeugnis;39. Jg.- Zeitschrift für Wirtschaftspolitik und Wirtschaftsrecht mit Einschluss des Sozial- und Arbeitsrechts;Z 330;Zürich;Orell Füssli;1987;journal;;;;;;;
0;0;0;Steuer und Wirtschaft (StuW) 2003;0;0;0;0341-2954;0;Druckerzeugnis;Zeitschrift für die gesamten Steuerwissenschaften;Z 300;Köln;Otto Schmidt;2003;journal;;;;;;;
0;0;0;Schweizerische Aktiengesellschaft (SAG) 1987;0;0;0;1018-7987;0;Druckerzeugnis;59. Jg.- Zeitschrift für Handels- und Wirtschaftsrecht;Z 270;Zürich;Schulthess;1987;journal;;;;;;;
Plückebaum Konrad;Malitzky Heinz;0;Umsatzsteuergesetz;Bd. I/2;0;0;3-452-16800-X;0;Druckerzeugnis;(Mehrwertsteuer) mit Nebengesetzen und Verordnungen, Kommentar, 10. A.;QB 331 02;Köln;Carl Heymanns;1992;journal;;;;;;;
0;0;0;MWSt-Journal 2001;0;0;0;0;0;Druckerzeugnis;0;Z 210;Bern;Stämpfli;2001;journal;;;;;;;
0;0;0;Bulletin for International Fiscal Documentation (BIFD) 1998;0;0;0;0007-4624;0;Druckerzeugnis;Vol. 52- Official Journal of the International Fiscal Associaton;Z 050;Amsterdam;IBFD;1998;journal;;;;;;;
Brandmüller Gerhard;0;0;Die Betriebsaufspaltung nach Handels- und Steuerrecht;0;0;0;0;165;Druckerzeugnis;4. A.;PE 0539;Heidelberg;Recht und Wirtschaft;1980;replacefromSwissbib;997628;128959622;0;0;https://www.swissbib.ch/Record/128959622;;
Suter Jürg;0;0;Die Fusion von Aktiengesellschaften im Privatrecht und im Steuerrecht;0;0;0;0;267;Druckerzeugnis;Zürcher Beiträge zur Rechtswissenschaft, Heft 254;PL 203;Zürich;Schulthess & Co.;1966;HSB01duplicate;997633;88264;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=88264;;
Krauer Hugo;0;0;Steuerfolgen des Ausscheidens von Personengesellschaften und der Gesellschaftsveräusserung gegen Abfindung in Rentenform;0;0;0;0;0;Druckerzeugnis;in: Zusammenfassung der Referate des Kurses 'Steuerprobleme der Unternehmungen' am 25./26. März 1968 HSG;;0;0;;leave;997640;;;;;;
Rosenberger Thomas;0;0;Die steuerrechtlichen Probleme der Umwandlung einer Personen- in eine Kapitalgesellschaft;0;0;0;0;130;Druckerzeugnis;0;PE 0550;Winterthur;Hans Schellenberg;1985;bestcase;99961;;;;;;
0;0;0;Archiv für Schweizerisches Abgaberecht (ASA) 67 (1998/99);0;0;0;1422-3481;0;Druckerzeugnis;0;Z 030;Bern;Geiger;1999;journal;;;;;;;
0;0;0;Archiv für Schweizerisches Abgaberecht (ASA) 57 (1988/89);0;0;0;1422-3481;0;Druckerzeugnis;0;Z 030;Bern;Geiger;1989;journal;;;;;;;
0;0;0;Archiv für Schweizerisches Abgaberecht (ASA) 48 (1979/80);0;0;0;1422-3481;0;Druckerzeugnis;0;Z 030;Bern;Geiger;1980;journal;;;;;;;
Nobel Peter;0;0;St.Galler Bankrechtstag 2009;0;0;0;978-3-7272-8753-4;268;Druckerzeugnis;Institutionengefüge zum Finanzmarkt;WD 265;Bern;Stämpfli;2010;bestcase;516063;;;;;;
Herold Hans;0;0;Werturteile im Abgaberecht;0;0;0;3 7272 9220 2;179-203;Druckerzeugnis;In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger;;Bern;Stämpfli;;replacefromSwissbib;996805;275330524;0;0;https://www.swissbib.ch/Record/275330524;;
0;0;0;FDK-Informationen 021-044 (1975);0;0;0;-;;Druckerzeugnis;0;Z 125;Zug;;1975;journal;;;;;;;
0;0;0;FDK-Informationen 021-044 (1973);0;0;0;-;;Druckerzeugnis;0;Z 125;Zug;;1973;journal;;;;;;;
0;0;0;Der Schweizer Treuhänder (ST) 1993;0;0;0;0;0;Druckerzeugnis;Monatsschrift für Wirtschaftsprüfung, Rechnungswesen, Unternehmens- und Steuerberatung;Z 070;Zürich;Treuhand-Kammer;1993;journal;;;;;;;
0;0;0;Bernische Verwaltungsrechtsprechung (BVR) 1990;0;0;0;0;0;Druckerzeugnis;Entscheide und Abhandlungen zum bernischen Verwaltungsrecht;Z 040;Bern;Geiger;1990;journal;;;;;;;
0;0;0;FDK-Informationen 001-020 (1972);0;0;0;-;;Druckerzeugnis;0;Z 125;Zug;;1972;journal;;;;;;;
0;0;0;FDK-Informationen 045-082 (1981);0;0;0;-;;Druckerzeugnis;0;Z 125;Zug;;1981;journal;;;;;;;
0;0;0;Deutsches Steuerrecht (DStR) 1998 (2.Teil);0;0;0;0949-7676;0;Druckerzeugnis;Zeitschrift für Praxis und Wissenschaft des gesamten Steuerrechtes- 18. Jg.;Z 090;München;C.H. Beck;1998;journal;;;;;;;
0;0;0;Deutsches Steuerrecht (DStR) 1996 (2.Teil);0;0;0;0949-7676;0;Druckerzeugnis;Zeitschrift für Praxis und Wissenschaft des gesamten Steuerrechtes- 18. Jg.;Z 090;München;C.H. Beck;1996;journal;;;;;;;
0;0;0;Deutsches Steuerrecht (DStR) 1993;0;0;0;0949-7676;0;Druckerzeugnis;Zeitschrift für Praxis und Wissenschaft des gesamten Steuerrechtes- 18. Jg.;Z 090;München;C.H. Beck;1993;journal;;;;;;;
0;0;0;FDK-Informationen 083-115 (1990);0;0;0;-;;Druckerzeugnis;0;Z 125;Zug;;1990;journal;;;;;;;
0;0;0;Internationales Steuerrecht (iStR) 2002;0;0;0;0942-6744;0;Druckerzeugnis;Monatsschrift für europäische und internationale Steuer- und Wirtschaftsberatung;Z 180;München;C.H. Beck;2002;journal;;;;;;;
0;0;0;Internationales Steuerrecht (iStR) 2003;0;0;0;0942-6744;0;Druckerzeugnis;Monatsschrift für europäische und internationale Steuer- und Wirtschaftsberatung;Z 180;München;C.H. Beck;2003;journal;;;;;;;
0;0;0;Gesetzgebungs-BULLETIN 1995;0;0;0;1423-6982;0;Druckerzeugnis;0;Z 140;Basel;Helbing & Lichtenhahn;1995;journal;;;;;;;
0;0;0;European Taxation (ET) 1997;0;0;0;0014-3138;0;Druckerzeugnis;Official Journal of the Confédération Fiscale Européenne- Vol. 10;Z 120;Amsterdam;IBFD;1997;journal;;;;;;;
Fachinstitut der Steuerberater;0;0;Steuerberater-Jahrbuch 2010/11;0;0;0;978-3-504-62656-3;440;Druckerzeugnis;zugleich Bericht über den 62. Fachkongress der Steuerberater Köln, 28. und 29. September 2010;JB 136;Köln;Otto Schmidt;2011;journal;;;;;;;
0;0;0;Die neue Steuerpraxis (NStP) 1984/85;0;0;0;0;0;Druckerzeugnis;Monatsschrift für bernisches und eidgenössisches Steuerrecht;Z 100;Bern;Paul Haupt;1985;journal;;;;;;;
0;0;0;Revue de droit administratif et de droit fiscal (RDAF) 2001;0;0;0;0;0;Druckerzeugnis;24. Jg., Revue genevoise de droit public;Z 250;Lausanne;Presses Centrales;2001;journal;;;;;;;
0;0;0;Revue de droit administratif et de droit fiscal (RDAF) 1973;0;0;0;0;0;Druckerzeugnis;24. Jg., Revue genevoise de droit public;Z 250;Lausanne;Presses Centrales;1973;journal;;;;;;;
Ritzmann Franz;0;0;Die Schweizer Banken;Geschichte - Theorie - Statistik;;0;3.258.02038.8;373;Druckerzeugnis;Habilitation der Uni Zürich, 1973;AK 0246;Bern;Paul Haupt;1973;HSB01duplicate;991705;198545;;0;https://aleph.unisg.ch/F?func=direct&doc_number=198545;;
0;0;0;Intertax 1994 & EC Tax Review 1994;0;0;0;0;0;Druckerzeugnis;Europäische Steuerzeitung;Z 190 23;Deventer;Kluwer;1994;journal;;;;;;;
0;0;0;Intertax 2002 & EC Tax Review 2002;0;0;0;0;0;Druckerzeugnis;Europäische Steuerzeitung;Z 190 31;Deventer;Kluwer;2002;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 1985;0;0;0;1422-0709;0;Druckerzeugnis;68. Jg.;Z 280;Zürich;Orell Füssli;1985;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 1973;0;0;0;1422-0709;0;Druckerzeugnis;68. Jg.;Z 280;Zürich;Orell Füssli;1973;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 1979;0;0;0;1422-0709;0;Druckerzeugnis;68. Jg.;Z 280;Zürich;Orell Füssli;1979;journal;;;;;;;
0;0;0;Schweizerische Zeitschrift für Wirtschaftsrecht (SZW) 1999;0;0;0;1018-7987;0;Druckerzeugnis;63. Jg.- Zeitschrift für Handels- und Wirtschaftsrecht;Z 270;Zürich;Schulthess;1999;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 1999;0;0;0;1422-0709;0;Druckerzeugnis;68. Jg.;Z 280;Zürich;Orell Füssli;1999;journal;;;;;;;
Gygax Daniel R.;0;0;Die Mehrwertsteuererlasse des Bundes;Bd. 1;0;0;978-3-905901-49-8;1044;Druckerzeugnis;Allgemeine Erlasse 2010/2011 - Gesammelte MWST-Publikationen der Eidg. Steuerverwaltung;HA 115 1.2;Stäfa;Steuern und Recht;2011;replacefromSwissbib;997667;30955947;0;0;https://www.swissbib.ch/Record/030955947;;
0;0;0;Steuer Revue (StR) 1966;0;0;0;1424-0025;0;Druckerzeugnis;Die unabhängige Fachzeitschrift für das gesamte Steuerwesen;Z 290;Bern;Cosmos;1966;journal;;;;;;;
0;0;0;Steuer Revue (StR) 1958;0;0;0;1424-0025;0;Druckerzeugnis;Die unabhängige Fachzeitschrift für das gesamte Steuerwesen;Z 290;Bern;Cosmos;1958;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 1995;0;0;0;1422-0709;0;Druckerzeugnis;68. Jg.;Z 280;Zürich;Orell Füssli;1995;journal;;;;;;;
0;0;0;Steuer Revue (StR) 1986;0;0;0;1424-0025;0;Druckerzeugnis;Die unabhängige Fachzeitschrift für das gesamte Steuerwesen;Z 290;Bern;Cosmos;1986;journal;;;;;;;
0;0;0;Steuer und Wirtschaft (StuW) 1974;0;0;0;0341-2954;0;Druckerzeugnis;Zeitschrift für die gesamten Steuerwissenschaften;Z 300;München;J. F. Bergmann;1974;journal;;;;;;;
0;0;0;Steuer und Wirtschaft (StuW) 1969;0;0;0;0341-2954;0;Druckerzeugnis;Zeitschrift für die gesamten Steuerwissenschaften;Z 300;München;J. F. Bergmann;1969;journal;;;;;;;
0;0;0;Steuer Revue (StR) 2002;0;0;0;1424-0025;0;Druckerzeugnis;Die unabhängige Fachzeitschrift für das gesamte Steuerwesen;Z 290;Bern;Cosmos;2002;journal;;;;;;;
0;0;0;Bulletin for International Fiscal Documentation (BIFD) 1994;0;0;0;0007-4624;0;Druckerzeugnis;Vol. 48- Official Journal of the International Fiscal Associaton;Z 050;Amsterdam;IBFD;1994;journal;;;;;;;
0;0;0;Bulletin for International Fiscal Documentation (BIFD) 1986;0;0;0;0007-4624;0;Druckerzeugnis;Vol. 40- Official Journal of the International Fiscal Associaton;Z 050;Amsterdam;IBFD;1986;journal;;;;;;;
